-31.3687	-0.6925
4012.6018	-10.5485
1994.3322	-3427.8546
-1985.8173	-3481.5942
-4004.5509	-49.5171
-1995.6939	3474.4859
1984.8992	3468.4126
7953.2903	0.8452
6007.7736	-3441.5622
4002.0684	-6975.7539
9.1935	-6950.8076
-3975.9357	-6968.0013
-6002.6474	-3444.4811
-7983.0469	45.7567
-5959.1998	3486.0950
-4020.5898	6940.7805
40.8511	6954.0796
3976.7666	6918.3373
5972.9797	3449.2111
308.1716	362.5495
4170.7581	-328.5967
2463.5043	-3364.6878
-1755.4283	-3207.1793
-3863.0926	297.2443
-1963.7517	3076.6043
2360.6429	3478.1181
8089.1549	-27.9000
6322.2366	-3771.7985
4254.6935	-7169.8480
-208.5778	-6908.0135
-3944.6255	-6946.5523
-5688.6394	-3406.7468
-7886.9676	-415.2556
-6325.2934	3681.3442
-4173.7903	7249.2988
32.5427	6832.4286
3599.9180	7059.6755
6046.2032	3667.6364
297.5889	191.1887
3999.4388	-125.0831
2201.4856	-3597.9129
-2213.3510	-3186.9211
-4039.6846	397.1060
-1808.2231	3649.7120
1513.4004	3370.1341
8107.4643	221.0100
5831.7589	-3478.1728
3804.1989	-6917.6270
-265.6460	-7309.7715
-4352.3907	-7240.9293
-6153.4303	-3798.2426
-8124.9632	-260.8749
-6181.7392	3567.2135
-3673.4223	6584.1946
-406.6089	6898.6943
3930.3405	6839.0375
6237.5236	3652.8038
-449.9008	-82.4764
4192.2894	340.9090
1836.0956	-3852.9245
-2142.7762	-3269.5476
-4362.6422	315.1876
-1789.7377	3223.5194
2403.1994	3510.8972
7986.4504	369.5496
6352.2262	-3566.5121
4067.8753	-7212.7565
-84.3582	-7053.8205
-4131.2929	-6990.1517
-5715.5894	-3422.7049
-7966.3040	-291.0372
-6134.2357	3691.6143
-3926.5028	6905.6068
-363.8875	7011.9039
4001.6599	7220.5850
5737.8370	3506.2130
1745.9182	62.1967
429.6315	1378.4467
-1621.6914	1148.5183
-1486.0833	-301.5847
-1556.2134	-799.2789
-1117.7114	-1303.7607
1027.7465	-857.3233
1402.7978	1214.0505
-178.9872	1594.6203
815.1941	425.4113
694.6092	-1441.3835
301.4796	461.3371
889.5279	-1282.0945
-157.4911	-1109.3504
-592.6618	636.4707
-1270.4865	189.4710
66.1870	-52.5188
1118.9158	685.4503
129.7460	-1017.4518
-470.5739	-1810.3266
-234.7285	1415.4686
1476.3128	-1014.9705
502.8623	-1795.2380
-841.5790	-1094.4127
-1748.2336	312.3453
25.1505	-1413.7457
-135.9565	-275.4484
899.2782	-1292.8520
-173.4060	-1908.2331
-1323.7520	86.9055
355.8975	-353.2752
1047.3300	-103.5280
526.9287	-605.3126
-628.5291	285.7111
-1346.2622	-95.5813
70.5535	-319.2685
-638.6216	-828.9672
-143.7137	-525.5141
-1503.9627	-994.5346
834.6347	1783.6201
1187.4462	383.6421
197.1427	-1448.8395
-384.3288	-1060.4142
1750.4256	523.7970
516.8570	-816.7311
-1829.8690	728.5223
891.3176	1554.1167
-1513.2324	1221.1394
-582.5239	-269.1002
-1845.8405	765.9180
-338.6518	-870.1059
885.2005	-735.9054
-620.2014	834.9630
-27.0615	-1872.9673
250.3152	-1807.0705
984.5824	938.9795
-1371.7514	1036.7299
-677.2361	-551.7634
-525.7249	-562.6050
-11.1108	-149.1058
538.5516	735.7340
-792.9929	-1462.3702
402.4415	-1368.1972
-708.0609	1624.9809
-1507.7045	-1033.1835
723.7565	-552.6850
-1296.9715	60.4227
1642.8329	1093.9018
-1875.8413	366.3243
179.7911	1981.1423
-1559.2330	62.2320
824.3739	829.0622
619.6485	893.5552
-658.1374	-1576.2571
-967.2661	-368.4207
340.6508	-1232.7566
-1092.1808	1446.5380
-586.0037	1798.2850
-270.0690	1926.1871
-1565.9124	-919.8768
-580.4279	314.1368
49.5202	-1762.7332
1128.3055	1523.2672
-1116.8145	-1628.1807
1092.2487	-1213.1332
1226.3427	212.8700
1409.1960	-1217.2122
134.3810	-1150.8081
852.6982	-1148.3152
1372.1197	-71.8931
866.2840	-1641.5860
1348.1253	-1135.2699
-1707.8493	886.5361
1488.0991	-1192.8803
-714.0872	590.5558
1088.5643	955.4821
221.6777	425.4236
1639.3214	-1119.1007
-1956.7021	133.4001
557.1138	-1479.6496
699.2215	1860.2270
-625.6814	-1202.3754
767.1150	1023.8590
866.7818	-785.1278
213.2117	-250.8148
-1231.1627	209.4393
-597.7910	-548.9560
886.1016	415.3529
282.9952	-1478.9674
-781.6573	-1020.0818
577.4113	990.0149
-1673.5714	855.6820
-762.1660	-1525.2885
1674.9623	949.5310
165.8118	1523.5757
1565.4507	999.0656
-877.0199	-561.9988
704.2321	78.7041
-1557.9030	924.4385
686.8614	-1325.9029
1443.6350	-246.9257
935.9194	-1313.2328
321.9713	-1125.7585
1207.2115	1585.2707
1230.8792	1025.7572
-1405.7724	1342.7964
-1378.4591	896.6566
1833.8133	-357.3469
-592.8143	1370.7762
210.0830	640.7875
625.4285	11.9828
171.2382	1397.6621
-1085.9170	-339.2791
-717.1758	-1376.4461
-824.9806	-1064.9664
1090.3625	1547.5507
-53.7536	-1860.9030
176.7723	-1176.6134
-560.9874	-1510.8379
-1622.6472	442.4166
1361.0966	-582.8008
-643.1226	16.7744
733.3508	1822.4100
1018.6950	-285.1869
751.4687	1775.5746
-1555.3490	494.1959
-924.7392	-45.1179
-155.6197	871.4484
-144.8501	-1458.0215
-1916.0860	490.0929
-404.0958	-1072.6885
-495.1372	-1296.2411
221.6772	-1041.6710
-1777.2486	-483.2019
15.7529	-335.2719
-349.1009	-1275.7372
-883.7765	-1741.3411
-749.8373	-1547.9747
303.5162	440.8015
1339.0456	1485.1890
-1705.5016	1004.1960
-999.7399	-288.5236
-246.0604	1135.8197
412.7861	-465.1989
22.3083	-1238.2000
1279.9004	1498.4461
611.3910	-190.2191
414.7383	-1574.8087
1518.4441	-139.8236
-965.5951	-754.3469
-633.8155	1076.9723
145.2838	1523.6899
-1314.9915	649.2927
-1495.0699	139.9960
-749.9879	1726.3525
649.8462	694.2037
-1974.0534	104.8339
129.9059	-1486.6531
-204.1626	1400.0759
-783.7040	-372.2842
-1201.2257	1510.6389
-883.4971	-403.4682
301.3597	1675.3602
197.7796	-688.9433
1559.1795	-1161.9264
-256.3712	1917.4354
-1158.7504	-1081.3413
1017.7493	-507.9055
881.5327	-953.9662
117.9447	-154.1584
713.3388	-476.3802
868.3847	-1583.3138
-1377.4580	34.0446
627.2747	1203.8723
1043.1329	-1309.7241
1165.8879	557.1980
1836.6082	340.5395
1236.9566	-292.4508
-227.2435	1465.4198
1260.0517	857.0159
879.7810	-1311.1699
621.1456	1838.0804
-1044.1562	712.8828
-95.7708	-1858.9320
-785.8954	1318.9052
1698.1623	-977.8185
-974.4473	1282.8523
1938.1161	-174.3430
-1967.4961	-103.2543
-760.9256	881.6011
-217.5514	-653.9509
-922.7732	-792.8566
-662.5960	1359.8756
1457.9822	1360.3475
351.6902	666.4547
630.6263	-1228.1104
960.0743	838.2737
-825.5319	11.2229
1293.2968	890.3837
-1570.2178	-527.1420
-726.9131	723.6210
-1161.8526	960.7041
-193.7601	-1909.2380
-1535.4168	-364.0098
498.8149	310.5623
-607.4110	-109.9438
1079.5737	1058.2376
-1248.3538	817.0389
-230.3005	-141.0427
1086.1525	-672.5702
934.8634	-378.5688
-918.5109	834.3740
-1378.0370	177.6907
-1105.0248	1434.9827
-1716.5618	736.1830
-1506.5623	-1148.3851
-1186.3862	-222.9205
1140.2573	-291.8351
364.8047	223.6918
-1231.5129	1391.3461
-836.5123	209.7208
486.8888	-578.0777
-1149.8999	199.4135
-312.4700	223.1616
1036.3989	1184.1097
-339.2632	687.2094
-1080.8853	499.6768
-1731.9330	-141.0144
678.9956	1293.0708
-274.1049	-156.3388
1487.3022	1212.2145
337.5525	1401.5787
-457.5336	891.4259
-1193.7375	249.3941
1694.1752	-502.0715
236.5508	-861.3323
-705.5139	1597.2520
-247.7644	-1484.6659
-149.6496	931.6923
1246.4352	923.1842
-1623.0519	847.8141
-1420.5947	509.0586
3.7918	-425.2485
846.7988	-1270.0969
454.7557	-609.5828
-364.9235	-1116.5571
356.9397	-1171.2182
-1034.0395	-1434.5690
1767.6859	251.5194
874.7102	620.3455
-260.8756	1634.8174
-1341.7801	-1338.6342
1871.5543	-346.3962
799.0154	-24.7455
919.7428	-1465.5510
920.9254	-868.5369
1095.9744	166.3743
-1027.9733	-779.8773
-1140.3024	536.9092
-1019.2160	276.4688
-112.6447	529.9914
-978.5120	1017.8426
1348.9066	-1399.8198
-1939.0799	-198.2134
1205.3258	892.1671
435.9083	-497.4366
-1927.9580	89.1684
-838.2166	600.8447
1722.4778	58.6069
525.3712	315.4683
-181.4702	-1008.6570
-1599.3549	1027.9923
1135.7232	1640.8594
-679.5374	-986.7369
1128.4791	113.3215
-1178.7683	-837.8341
1892.1486	36.2872
1465.5836	-1033.4180
354.2800	-523.7173
1217.4261	452.2194
575.8182	-1344.1824
452.0377	1714.4122
302.1691	-95.1765
837.2311	1224.7136
1521.1822	-4.5032
-1120.9115	487.0762
407.9407	-10.6153
312.5018	-1168.6775
1705.3457	-279.0436
1861.1023	714.9316
62.1200	-370.3090
-1325.1650	471.7735
335.5446	-659.5511
-1611.7229	995.5745
1534.9725	-566.3221
-1220.0032	49.4004
593.5995	276.6595
995.1768	1252.4795
1629.6100	265.5411
1228.2383	1312.3356
-387.7295	982.9887
523.7981	4.8731
-716.6923	-1671.5197
-418.6224	-625.3942
-1616.2421	1176.9527
-1551.1815	-100.7135
1841.6753	-116.4932
-16.7687	-450.3066
206.5780	-1469.2306
1256.5266	-1228.9073
-1142.3205	176.2551
601.1030	1858.1691
-659.5048	1000.3237
144.0455	1245.5793
248.0861	4.8870
630.3311	-1189.6346
1300.9292	-916.6572
995.1320	46.5201
-609.9109	-1001.0214
-609.9624	718.4091
937.8743	1676.2529
1145.6549	1323.9213
-1003.5227	325.0782
794.9108	1690.5402
-749.4330	324.0299
1553.7735	816.3690
82.5360	1431.5006
-1044.8617	-628.9800
273.5553	-706.4726
1072.9612	1104.8507
-979.3472	-1694.0133
-81.5983	884.5001
-1020.4005	-897.0879
676.5960	731.6000
1161.4980	-1030.1904
-1194.6567	-743.9211
759.7504	253.1157
136.2959	-1616.3513
-1044.8469	-824.8524
386.0302	-952.4028
1105.6556	-1052.7350
-909.2218	-791.3148
146.1698	-706.4620
-1004.1552	-339.1263
-685.8624	797.6864
-970.2333	830.5950
1402.5601	449.0742
1065.4587	-1228.4971
-336.0741	1066.9496
-373.8875	-367.3808
1568.9454	1021.1281
94.1545	573.8806
-43.2169	-1959.0258
1483.1838	664.8101
287.7049	385.4448
87.8934	-1042.8698
974.5916	1366.8080
746.3678	1428.2540
963.0998	570.2636
-1222.7026	265.0814
-195.8361	155.1445
1029.2732	342.9969
-803.9162	-1123.7270
-1220.3902	610.9542
435.1391	710.2819
243.2264	-1858.5233
744.5546	1166.7489
-490.9389	233.6500
1241.6823	370.6995
-1139.3875	38.7090
622.5816	1665.1197
-417.0121	1824.4343
30.2569	-263.4200
1853.9742	-404.4734
-1317.6474	-345.3379
153.0620	422.5492
-77.1847	-1285.7115
-665.1622	-1288.0010
1398.8259	-239.4888
510.6109	1446.5329
-12.2013	771.1824
1594.6531	490.0426
-138.8469	-1701.3170
1780.5618	-224.2720
1067.8468	-1555.3982
328.7057	290.7105
954.0467	-680.4242
-367.9537	467.1649
-609.3392	697.7015
456.0770	-257.2737
1900.3954	-225.1602
-913.1957	-1557.2598
-529.8993	818.4059
63.8017	1283.8194
90.8578	-547.3878
-167.8460	678.5573
1127.8207	767.1013
316.0062	-964.9704
1206.0922	1441.2868
-1499.7428	-1178.5713
313.5777	1191.9080
-279.8591	1290.1505
1088.9323	598.1076
-40.9402	-428.7991
61.9082	1963.1636
1155.7157	601.2374
209.2374	1423.2584
59.0371	-960.7888
