node,x,y,OPERATOR,LEVEL0 BS,LEVEL1 BS
BS0,964.0019,-22.4326
BS0,497.3327,-895.2234
BS0,-522.4757,-854.1484
BS0,-964.3370,-27.5147
BS0,-499.0722,868.6151
BS0,536.3397,891.4855
BS0,2004.7265,-46.3227
BS0,1496.1314,-858.4966
BS0,960.4597,-1724.8653
BS0,13.8907,-1749.7816
BS0,-980.8729,-1743.6711
BS0,-1504.1205,-838.9136
BS0,-1967.0570,22.0455
BS0,-1453.6809,872.8793
BS0,-968.8159,1755.9922
BS0,-32.7501,1696.2628
BS0,1005.1764,1716.3346
BS0,1515.9872,831.4800
BS0,-61.2679,-98.2380
BS0,789.2804,-146.0538
BS0,424.4454,-675.7442
BS0,-440.1537,-653.4316
BS0,-898.0657,275.1317
BS0,-590.2816,572.9042
BS0,524.1526,554.0879
BS0,2251.3101,68.8856
BS0,1603.5286,-691.8366
BS0,1224.1516,-1668.2254
BS0,46.2674,-1949.9395
BS0,-1077.0913,-1415.7106
BS0,-1566.7081,-818.4176
BS0,-1829.9365,173.8232
BS0,-1464.9556,548.3165
BS0,-1245.3938,1682.9526
BS0,147.1639,1500.2443
BS0,1041.3324,1495.9752
BS0,1337.8467,896.0541
BS0,-144.2131,-158.7684
BS0,1088.0360,-216.2375
BS0,506.1110,-1114.0934
BS0,-179.1346,-915.0693
BS0,-1007.3219,-295.7227
BS0,-729.3450,1037.4307
BS0,305.4017,742.3980
BS0,2061.2508,112.8231
BS0,1575.1403,-583.0417
BS0,1321.3417,-1693.8392
BS0,-238.6958,-1899.5435
BS0,-847.3793,-1462.9577
BS0,-1619.8692,-1013.4776
BS0,-2021.5983,183.6159
BS0,-1651.6017,643.7842
BS0,-812.3580,1996.5424
BS0,194.7489,1521.1891
BS0,1063.9217,1812.1865
BS0,1349.5428,937.4695
BS0,322.4682,83.3657
BS0,792.5365,56.9313
BS0,425.7453,-769.6490
BS0,-511.6533,-904.0300
BS0,-878.4443,-96.7738
BS0,-622.3898,750.5033
BS0,455.9797,1169.2466
BS0,2091.1135,-194.4098
BS0,1807.4164,-718.6506
BS0,952.1069,-2041.0234
BS0,-13.1619,-1995.6582
BS0,-841.2219,-1905.4991
BS0,-1648.3944,-643.1926
BS0,-1900.7691,10.6596
BS0,-1202.2966,886.0142
BS0,-880.4408,2020.4919
BS0,-204.7382,1706.7038
BS0,891.7902,2055.8715
BS0,1755.4062,895.8841
BS0,84.3137,-292.0193
BS0,-446.1771,-142.1591
BS0,176.7557,341.8877
BS0,-71.3405,283.0983
BS0,202.7035,-414.6883
BS0,17.9300,247.1652
BS0,-443.9108,225.6159
BS0,-260.2159,-229.2833
BS0,401.1678,277.5844
BS0,-371.0572,254.4086
BS0,-5.4724,440.0983
BS0,389.2422,-249.1304
BS0,156.6589,143.8024
BS0,-105.7675,-294.7103
BS0,-209.2046,-195.6863
BS0,259.2891,29.8478
BS0,190.7111,-66.5648
BS0,-334.9834,-341.7477
BS0,-194.5757,285.2109
BS0,-113.7720,14.3582
BS0,173.4186,262.5420
BS0,-455.2884,-62.0352
BS0,261.2365,220.5939
BS0,350.8003,-155.8415
BS0,-329.1479,-259.6825
BS0,396.6002,205.7459
BS0,-51.5258,-259.6310
BS0,235.6390,-321.1056
BS0,-357.0799,-208.1388
BS0,147.8996,287.8038
BS0,-276.8505,292.3738
BS0,-177.4722,373.8747
BS0,-214.9945,241.4248
BS0,-375.8043,-214.6513
BS0,-81.1616,-468.6374
BS0,-211.8268,-255.4070
BS0,-294.3372,48.5285
BS0,421.6046,60.1944
BS0,-365.9932,35.8709
BS0,333.2013,159.3232
BS0,-496.1441,59.8866
BS0,-72.1721,38.3529
BS0,171.1369,278.3838
BS0,80.9678,135.7492
BS0,-150.5368,51.3076
BS0,-241.9386,153.0594
BS0,202.6522,-404.2041
BS0,389.2119,183.2579
BS0,-207.1430,-146.1973
BS0,-309.6045,292.9289
BS0,155.7788,338.8208
BS0,-35.7433,436.4683
BS0,-413.5231,167.0995
BS0,201.1213,-31.9737
BS0,193.9602,-0.4918
BS0,-425.8320,137.2173
BS0,197.1415,161.5145
BS0,-159.5104,221.0572
BS0,-347.9232,-345.0238
BS0,-165.3834,-383.0376
BS0,-260.9006,269.7693
BS0,120.6224,41.7698
BS0,164.1145,-19.2256
BS0,-211.2777,-318.9718
BS0,-105.8446,-368.5661
BS0,-310.0985,233.5091
BS0,345.1557,-104.9967
BS0,126.7908,-335.6353
BS0,-79.2874,-167.0207
BS0,271.9771,146.5864
BS0,336.5092,275.2323
BS0,-311.3261,125.0955
BS0,-26.1369,-385.4752
BS0,345.0839,-48.4410
BS0,88.1790,-32.8685
BS0,-275.3154,-110.4770
BS0,-41.2542,-40.1764
BS0,-250.0173,28.1593
BS0,302.2094,391.7266
BS0,360.9478,-293.6420
BS0,302.7132,-145.4575
BS0,-9.3603,347.9034
BS0,-239.3307,407.8883
BS0,-304.6126,-228.8123
BS0,464.9588,-74.0668
BS0,-112.0324,-330.4912
BS0,40.1769,-157.5938
BS0,-205.3740,433.0609
BS0,186.7525,250.9820
BS0,-163.5022,-455.2922
BS0,394.8381,195.5792
BS0,57.2318,167.1799
BS0,32.7852,367.1814
BS0,-92.4773,369.9065
BS0,468.6919,84.8481
BS0,34.2735,403.9286
BS0,194.9190,-451.3297
BS0,-143.5236,-104.3922
BS0,-183.0338,349.6314
BS0,-111.1930,-311.1034
BS0,493.5230,23.8488
BS0,14.9900,228.4155
BS0,19.7232,-207.7403
BS0,-463.8126,-153.9478
BS0,-238.2589,49.8025
BS0,-173.1083,322.5730
BS0,6.4104,-250.7295
BS0,49.0124,42.6691
BS0,172.5132,-286.7885
BS0,50.1630,-158.2865
BS0,186.3384,-202.3601
BS0,33.1562,152.8328
BS0,-5.0888,136.9071
BS0,-377.9711,94.5184
BS0,276.6234,92.0873
BS0,-84.8144,276.0130
BS0,-260.9086,299.4413
BS0,-148.5630,-297.8453
BS0,-37.1227,-174.9477
BS0,372.4697,-328.9300
BS0,-139.5271,396.9355
BS0,152.4782,208.9504
BS0,-31.9842,116.7252
BS0,129.0669,164.3053
BS0,-137.7074,192.5426
BS0,33.1853,218.3869
BS0,94.8742,52.5662
BS0,-406.8415,51.9430
BS0,-424.5548,170.3348
BS0,34.0152,-268.1119
BS0,-157.2316,99.4250
BS0,258.6587,-113.0476
BS0,379.0055,181.9208
BS0,-28.3111,34.2879
BS0,311.9884,137.7176
BS0,62.4282,254.8991
BS0,3.2525,175.6411
BS0,-45.2100,266.3847
BS0,232.2124,276.6873
BS0,-336.6996,13.7746
BS0,158.6513,-222.8405
BS0,-442.9891,-76.2396
BS0,102.1528,112.4126
BS0,-231.8576,-395.7418
BS0,99.9882,245.3912
BS0,26.9983,-106.2991
BS0,1.9867,77.9475
BS0,389.4019,15.5910
BS0,6.4843,-304.7360
BS0,-70.7011,384.5832
BS0,-199.9734,223.5208
BS0,-208.5970,18.9191
BS0,-409.3873,114.4847
BS0,-46.7310,-445.7335
BS0,337.6587,307.7552
BS0,225.7025,-153.4238
BS0,393.7664,234.6587
BS0,165.2506,232.3006
BS0,-220.1449,73.6851
BS0,170.4614,135.9242
BS0,426.1077,176.8180
BS0,-133.9587,353.9811
BS0,330.0672,333.2874
BS0,489.9691,48.1937
BS0,-401.4360,66.6025
BS0,467.3912,-125.0788
BS0,16.9013,-303.9043
BS0,127.0321,-405.5996
BS0,-294.8497,-380.4832
BS0,61.3126,-310.5545
BS0,-157.4429,-241.8068
BS0,175.2706,-69.6978
BS0,112.4762,-407.2197
BS0,45.4349,181.0786
BS0,-71.5240,-48.1836
BS0,110.1130,-328.1392
BS0,-314.8338,-67.8500
BS0,110.1017,155.3709
BS0,-315.0710,-20.6318
BS0,-161.5495,420.2457
BS0,187.9458,177.5075
BS0,481.7708,-129.5019
BS0,-43.1263,-61.0210
BS0,-249.7114,81.3265
BS0,-208.3355,367.0729
BS0,150.6943,-329.7600
BS0,64.8714,194.1987
BS0,-70.8581,-351.8905
BS0,-262.0226,-101.8545
BS0,-333.5680,-167.5354
BS0,249.6952,67.6040
BS0,-68.9698,405.9259
BS0,430.1255,43.1063
BS0,-478.6565,33.1034
BS0,5.0254,443.7536
BS0,88.3991,-14.6406
BS0,249.2399,164.5822
BS0,-235.6307,336.6897
BS0,-203.6771,-158.8106
BS0,198.2033,-273.3805
BS0,221.4826,-351.9349
BS0,-247.6128,-111.5468
BS0,-335.5068,326.8575
BS0,-324.4938,336.3098
BS0,417.8197,132.1202
BS0,-92.1924,-383.7390
BS0,-365.9899,-248.2217
BS0,-144.4123,376.8656
BS0,128.6940,-99.3525
BS0,405.7346,-291.8005
BS0,189.1281,-295.3967
BS0,52.3512,384.3052
BS0,272.2456,-193.5807
BS0,-52.7108,203.9681
BS0,10.9812,60.7112
BS0,193.4505,303.9287
BS0,353.2349,230.8424
BS0,-369.5462,180.7216
BS0,109.3843,-107.8440
BS0,315.8570,-374.5221
BS0,272.6655,-89.5157
BS0,373.5315,-269.3798
BS0,27.7972,-151.4568
BS0,184.1299,439.7897
BS0,36.3409,-201.9117
BS0,380.6727,-107.3243
BS0,-81.0273,-4.1699
BS0,-142.0088,426.7693
BS0,-227.2995,405.6785
BS0,-298.7223,67.6994
BS0,277.1855,323.2269
BS0,-389.9580,131.3202
BS0,-2.2477,334.9758
BS0,48.5619,356.5833
BS0,-158.9698,119.4855
BS0,84.2744,489.8691
BS0,130.5326,-291.6681
BS0,128.8252,-456.5391
BS0,-289.6070,-327.3365
BS0,-235.0730,-352.4388
BS0,-37.6236,7.2842
BS0,23.3123,-448.8286
BS0,359.9795,-239.7294
BS0,-355.8132,203.5675
BS0,46.7806,399.2335
BS0,-52.8218,356.8094
BS0,-136.0600,-83.2824
BS0,307.7112,-156.9518
BS0,-110.5645,-144.7410
BS0,236.6744,95.7295
BS0,-259.0388,-321.5987
BS0,326.9176,266.1478
BS0,-159.3999,387.4729
BS0,-253.2767,-73.2513
BS0,-401.3460,37.4289
BS0,-71.5147,430.7100
BS0,-151.6922,407.0031
BS0,395.3776,154.7655
BS0,388.4608,-38.2299
BS0,-352.8618,93.4158
BS0,-256.1840,323.5929
BS0,-7.4581,-117.5796
BS0,-450.7198,68.5913
BS0,-308.9322,-281.6111
BS0,143.3922,128.8259
BS0,9.5744,-176.4495
BS0,-298.8363,128.9511
BS0,-276.4157,45.2255
BS0,21.3324,-403.6694
BS0,-223.8696,-83.1296
