-101.688,-90.4709,-104.229,-128.163,-114.599,-128.163,-119.173,-117.043,-122.921,-108.922,-122.381,-122.381,-104.378,-112.675,-110.676,-118.004,-118.004,-103.712,-129.767,-121.043,-129.096,-133.454,-120.406,-133.454,-133.264,-122.493,-133.264,-130.648,-129.475,-134.311,-112.599,-122.728,-122.728,-121.431,-134.463,-134.463,-114.555,-126.657,-126.657,-134.539,-140.332,-137.405,-122.974,-122.974,-112.011,-123.055,-123.055,-109.811,-134.671,-134.671,-124.563,-136.282,-130.044,-134.036,-134.193,-134.193,-134.193,-106.958,-91.7542,-106.958,-122.853,-109.228,-122.853,-121.174,-120.18,-125.437,-108.089,-121.859,-121.859,-109.718,-116.591,-112.233,-120.326,-120.326,-106.282,-119.47,-111.258,-117.613,-133.775,-120.703,-133.775,-131.924,-121.274,-131.924,-128.639,-127.43,-132.35,-122.037,-132.461,-132.461,-118.025,-131.145,-131.145,-115.87,-128.038,-128.038,-123.65,-130.489,-128.857,-126.942,-126.942,-115.302,-130.074,-130.074,-116.807,-128.822,-128.822,-118.349,-132.2,-126.462,-129.392,-127.474,-127.474,-127.474,-75.5767,-78.8909,-88.3003,-125.598,-112.033,-125.598,-118.29,-116.159,-122.233,-106.935,-120.331,-120.331,-111.968,-117.035,-110.911,-117.912,-117.912,-103.653,-120.005,-110.171,-120.005,-133.021,-119.915,-133.021,-132.645,-121.674,-132.645,-128.54,-127.689,-132.431,-122.341,-132.242,-132.242,-118.389,-131.477,-131.477,-118.703,-130.55,-130.55,-125.959,-132.083,-129.728,-126.727,-126.727,-116.863,-130.452,-130.452,-117.206,-129.462,-129.462,-118.705,-132.895,-126.061,-131.561,-127.618,-127.618,-127.618,-94.8065,-75.9787,-94.8065,-125.806,-112.271,-125.806,-124.156,-117.382,-125.227,-108.252,-121.398,-121.398,-109.414,-118.375,-117.34,-115.941,-115.941,-101.397,-120.406,-109.865,-120.406,-133.3,-120.254,-133.3,-132.358,-121.486,-132.358,-129.076,-130.097,-133.832,-121.829,-131.303,-131.303,-119.413,-132.532,-132.532,-118.96,-130.754,-130.754,-125.465,-130.046,-125.721,-128.732,-128.732,-118.339,-128.654,-128.654,-115.302,-128.934,-128.934,-120.102,-131.443,-125.361,-128.96,-126.861,-126.861,-126.861
-98.7307,-98.7307,-82.1936,-125.601,-112.245,-125.601,-110.518,-106.736,-114.178,-104.114,-117.973,-117.973,-130.994,-131.303,-122.609,-115.952,-115.952,-102.365,-125.585,-123.505,-118.335,-124.962,-111.94,-124.962,-126.018,-113.871,-126.018,-124.568,-122.958,-128.208,-120.931,-132.509,-132.509,-121.667,-134.826,-134.826,-118.587,-128.168,-128.168,-130.745,-132.731,-126.365,-126.802,-126.802,-115.018,-124.102,-124.102,-111.05,-125.396,-125.396,-114.2,-131.653,-128.866,-126.026,-124.198,-124.198,-124.198,-104.024,-97.7748,-94.7111,-119.559,-106.144,-119.559,-113.669,-111.856,-118.203,-105.245,-118.467,-118.467,-121.947,-121.947,-111.835,-126.809,-126.809,-113.329,-123.46,-122.648,-115.199,-132.331,-119.507,-132.331,-128.327,-116.304,-128.327,-124.419,-122.71,-128.119,-117.156,-128.876,-128.876,-115.814,-128.999,-128.999,-118.732,-128.106,-128.106,-129.215,-132.29,-126.789,-131.117,-131.117,-118.925,-133.866,-133.866,-120.799,-132.42,-132.42,-121.024,-134.039,-131.696,-128.08,-127.937,-127.937,-127.937,-105.791,-105.791,-89.5095,-123.448,-110.669,-123.448,-108.835,-104.582,-112.777,-100.895,-115.126,-115.126,-122.696,-122.696,-112.022,-125.247,-125.247,-111.666,-123.181,-120.26,-116.403,-131.618,-118.894,-131.618,-129.337,-117.113,-129.337,-124.284,-123.047,-128.222,-117.234,-128.465,-128.465,-116.148,-129.34,-129.34,-121.148,-130.615,-130.615,-131.128,-133.806,-128.104,-130.616,-130.616,-119.405,-134.163,-134.163,-121.109,-132.979,-132.979,-121.442,-134.444,-130.774,-129.68,-127.9,-127.9,-127.9,-107.713,-107.713,-93.0091,-123.51,-110.563,-123.51,-118.188,-108.077,-118.188,-101.789,-116.139,-116.139,-121.364,-122.341,-114.021,-124.063,-124.063,-110.377,-123.114,-119.106,-117.249,-131.569,-118.524,-131.569,-128.946,-116.776,-128.946,-124.99,-126.186,-130.032,-116.257,-127.154,-127.154,-117.818,-130.781,-130.781,-121.409,-130.836,-130.836,-131.773,-132.346,-124.93,-132.296,-132.296,-120.905,-132.765,-132.765,-119.646,-132.233,-132.233,-121.846,-133.326,-130.789,-127.465,-126.662,-126.662,-126.662
-109.384,-109.384,-95.5386,-121.547,-109.237,-121.547,-115.319,-104.581,-115.319,-102.863,-116.386,-116.386,-122.108,-122.108,-111.506,-126.637,-126.637,-113.323,-123.187,-121.743,-115.771,-138.322,-125.586,-138.322,-129.511,-116.7,-129.511,-126.729,-122.38,-128.959,-116.711,-128.269,-128.269,-119.694,-132.846,-132.846,-119.518,-127.957,-127.957,-135.145,-135.343,-127.7,-133.522,-133.522,-121.262,-132.878,-132.878,-119.919,-123.399,-123.399,-112.426,-140.442,-138.067,-134.577,-131.546,-131.546,-131.546,-110.966,-107.739,-101.727,-121.249,-109.039,-121.249,-114.478,-106.27,-115.676,-103.384,-115.715,-115.715,-122.644,-122.644,-110.945,-128.331,-128.331,-115,-125.809,-125.507,-117.536,-132.924,-120.45,-132.924,-128.03,-115.313,-128.03,-124.665,-119.85,-126.761,-115.246,-126.98,-126.98,-114.202,-127.344,-127.344,-119.142,-127.212,-126.853,-130.848,-132.183,-125.287,-131.9,-131.9,-119.327,-134.847,-134.847,-121.853,-133.752,-133.752,-122.582,-135.25,-133.281,-129.09,-129.19,-129.19,-129.19,-111.268,-111.268,-96.4251,-124.836,-113.029,-124.836,-109.687,-97.2368,-109.687,-97.4294,-111.217,-111.217,-123.495,-123.495,-111.488,-126.873,-126.873,-113.412,-125.536,-123.396,-118.498,-132.29,-119.984,-132.29,-129.127,-116.326,-129.127,-124.46,-120.18,-126.852,-115.385,-126.538,-126.538,-114.543,-127.709,-127.709,-121.389,-129.811,-129.811,-132.646,-133.727,-126.779,-131.231,-131.231,-119.369,-135.119,-135.119,-122.129,-134.258,-134.258,-122.944,-135.604,-132.373,-130.535,-129.121,-129.121,-129.121,-113.33,-113.33,-100.313,-124.832,-112.802,-124.832,-116.656,-104.185,-116.656,-97.8823,-112.213,-112.213,-122.647,-122.647,-112.28,-125.918,-125.918,-112.488,-125.451,-122.349,-119.165,-132.105,-119.342,-132.105,-128.709,-115.925,-128.709,-124.838,-123.553,-128.719,-114.34,-125.073,-125.073,-116.489,-129.352,-129.352,-121.654,-130.046,-130.046,-132.428,-132.428,-123.832,-132.886,-132.886,-120.957,-133.824,-133.824,-120.795,-133.608,-133.608,-123.395,-134.59,-132.455,-128.509,-127.883,-127.883,-127.883
-101.027,-101.027,-85.8631,-120.143,-107.375,-120.143,-115.643,-108.809,-117.798,-106.205,-119.781,-119.781,-122.739,-122.739,-112.999,-130.052,-130.052,-116.595,-127.977,-126.617,-120.373,-133.444,-120.569,-133.444,-123.292,-110.75,-123.292,-129.229,-126.522,-132.338,-109.011,-120.72,-120.72,-114.955,-128.083,-128.083,-113.454,-122.353,-122.353,-130.114,-131.132,-124.062,-133.959,-133.959,-121.938,-133.265,-133.265,-120.257,-136.71,-136.71,-125.551,-132.017,-129.647,-126.098,-133.689,-133.689,-133.689,-108.032,-104.778,-97.9167,-120.117,-107.387,-120.117,-113.035,-108.72,-116.426,-104.679,-117.317,-117.317,-122.609,-122.609,-111.638,-127.8,-127.8,-114.395,-124.755,-124.634,-116.234,-132.48,-119.847,-132.48,-127.898,-115.468,-127.898,-124.094,-121.142,-127.194,-116,-127.843,-127.843,-115.105,-128.23,-128.23,-119.217,-127.822,-127.822,-130.275,-132.399,-126.12,-131.7,-131.7,-119.322,-134.504,-134.504,-121.472,-133.2,-133.2,-121.851,-134.677,-132.729,-128.454,-128.519,-128.519,-128.519,-109.365,-109.365,-93.8486,-123.932,-111.727,-123.932,-108.483,-100.092,-110.378,-99.564,-113.439,-113.439,-123.401,-123.401,-112.013,-126.316,-126.316,-112.8,-124.448,-122.344,-117.231,-131.806,-119.316,-131.806,-128.974,-116.405,-128.974,-123.928,-121.486,-127.295,-116.068,-127.397,-127.397,-115.433,-128.578,-128.578,-121.509,-130.35,-130.35,-132.11,-133.916,-127.521,-131.121,-131.121,-119.577,-134.786,-134.786,-121.764,-133.732,-133.732,-122.246,-135.043,-131.785,-129.951,-128.457,-128.457,-128.457,-111.205,-111.205,-97.2607,-123.95,-111.533,-123.95,-116.828,-105.45,-116.828,-100.167,-114.397,-114.397,-122.792,-122.792,-113.344,-125.259,-125.259,-111.699,-124.353,-121.212,-117.938,-131.67,-118.768,-131.67,-128.561,-116.026,-128.561,-124.535,-124.8,-129.174,-115.008,-125.987,-125.987,-117.254,-130.124,-130.124,-121.769,-130.576,-130.576,-132.556,-132.556,-124.497,-132.77,-132.77,-121.108,-133.452,-133.452,-120.377,-133.019,-133.019,-122.625,-133.991,-131.872,-127.847,-127.19,-127.19,-127.19
-110.456,-94.4561,-110.456,-123.606,-110.068,-123.606,-120.577,-111.469,-120.577,-105.841,-119.578,-119.578,-113.741,-117.013,-109.074,-116.012,-116.012,-102.874,-127.62,-120.149,-125.931,-134.259,-121.224,-134.259,-129.184,-117.316,-129.184,-126.204,-121.17,-127.814,-115.813,-125.114,-125.114,-121.475,-134.617,-134.617,-113.595,-125.258,-125.258,-127.19,-130.686,-125.264,-129.453,-129.453,-117.148,-134.725,-134.725,-121.755,-134.106,-134.106,-124.69,-140.462,-134.674,-137.892,-132.816,-132.816,-132.816,-111.039,-96.2356,-111.039,-124.398,-110.774,-124.398,-123.334,-115.495,-123.873,-102.696,-116.958,-116.958,-114.444,-114.444,-104.026,-123.029,-123.029,-109.567,-123.646,-116.712,-121.015,-134.689,-121.735,-134.689,-131.857,-120.087,-131.857,-129.858,-124.408,-131.304,-120.768,-130.535,-130.535,-115.382,-128.639,-128.639,-113.649,-125.337,-125.337,-124.417,-129.185,-124.945,-127.554,-127.554,-114.798,-131.523,-131.523,-118.469,-131.159,-131.159,-121.386,-134.206,-128.857,-131.159,-129.375,-129.375,-129.375,-98.1613,-83.9527,-95.933,-127.167,-113.893,-127.167,-120.54,-110.751,-120.54,-101.477,-115.029,-115.029,-115.598,-115.598,-104.254,-120.86,-120.86,-107.11,-123.938,-115.589,-123.367,-134.025,-121.094,-134.025,-132.661,-120.71,-132.661,-129.693,-124.647,-131.368,-121.284,-130.365,-130.365,-115.813,-129.03,-129.03,-116.937,-128.311,-128.311,-126.847,-130.986,-126.331,-126.781,-126.781,-115.097,-131.847,-131.847,-118.786,-131.684,-131.684,-121.612,-134.795,-128.437,-133.034,-129.453,-129.453,-129.453,-106.634,-94.1052,-106.634,-127.29,-113.971,-127.29,-124.255,-113.759,-124.255,-103.415,-116.56,-116.56,-111.1,-115.398,-108.182,-119.731,-119.731,-106.344,-124.171,-115.155,-124.171,-134.13,-121.085,-134.13,-132.348,-120.449,-132.348,-129.833,-127.159,-132.751,-120.926,-129.379,-129.379,-117.01,-130.256,-130.256,-117.244,-128.554,-128.554,-127.176,-129.071,-122.281,-128.919,-128.919,-117.091,-130.266,-130.266,-117.186,-131.346,-131.346,-123.073,-133.537,-127.898,-130.757,-128.624,-128.624,-128.624
-65.7579,-65.7579,-65.7579,-123.412,-109.498,-123.412,-116.833,-115.8,-121.469,-110.653,-124.657,-124.657,-116.812,-121.425,-115.742,-119.29,-119.29,-105.379,-125.497,-120.437,-120.4,-130.329,-117.18,-130.329,-134.75,-123.502,-134.75,-124.541,-124.03,-128.633,-116.908,-127.92,-127.92,-122.219,-135.392,-135.392,-120.573,-131.576,-131.576,-120.12,-124.201,-119.589,-130.602,-130.602,-119.355,-135.817,-135.817,-122.668,-129.715,-129.715,-118.733,-127.957,-123.639,-123.62,-124.042,-124.042,-124.042,-97.9607,-80.4658,-97.9607,-120.193,-106.139,-120.193,-117.056,-117.338,-122.237,-106.658,-120.577,-120.577,-117.135,-119.805,-112.246,-123.912,-123.912,-110.225,-120.596,-116.618,-114.251,-132.652,-119.575,-132.652,-129.965,-118.849,-129.965,-126.181,-125.698,-130.372,-119.748,-130.96,-130.96,-117.138,-130.384,-130.384,-117.419,-128.379,-128.379,-126.533,-131.671,-128.12,-129.326,-129.326,-117.54,-132.081,-132.081,-118.927,-130.476,-130.476,-119.242,-132.755,-128.926,-127.985,-127.138,-127.138,-127.138,-90.4761,-90.4761,-72.3483,-123.687,-110.099,-123.687,-113.115,-112.3,-118.17,-103.996,-118.259,-118.259,-119.393,-120.43,-111.839,-122.057,-122.057,-108.279,-120.586,-114.423,-116.4,-131.884,-118.818,-131.884,-130.81,-119.388,-130.81,-126.08,-125.999,-130.468,-119.916,-130.644,-130.644,-117.486,-130.716,-130.716,-120.075,-130.868,-130.868,-128.633,-133.205,-129.216,-128.998,-128.998,-118.576,-132.418,-132.418,-119.284,-131.095,-131.095,-119.68,-133.294,-128.185,-129.886,-127.19,-127.19,-127.19,-94.3087,-92.5678,-78.5265,-123.851,-110.221,-123.851,-120.599,-113.76,-121.918,-105.229,-119.32,-119.32,-115.495,-120.792,-115.728,-120.505,-120.505,-106.48,-120.701,-113.482,-117.803,-132.039,-118.88,-132.039,-130.476,-119.145,-130.476,-126.787,-128.729,-132.072,-119.167,-129.54,-129.54,-118.824,-131.944,-131.944,-120.335,-131.079,-131.079,-128.689,-131.481,-125.659,-130.792,-130.792,-120.02,-130.837,-130.837,-117.614,-130.355,-130.355,-120.364,-131.994,-127.895,-127.408,-126.144,-126.144,-126.144
-96.6722,-112.29,-112.29,-111.745,-98.6615,-111.745,-111.76,-121.34,-121.34,-113.778,-127.25,-127.25,-113.565,-121.847,-121.489,-123.655,-123.655,-111.045,-110.316,-106.706,-102.06,-135.024,-121.998,-135.024,-120.411,-111.773,-120.411,-126.782,-132.86,-133.839,-128.456,-140.365,-140.365,-116.371,-129.383,-129.383,-116.125,-127.51,-127.51,-129.592,-135.933,-134.086,-131.183,-131.183,-122.373,-133.064,-133.064,-120.204,-133.772,-133.772,-121.214,-128.116,-124.471,-122.719,-120.322,-120.322,-120.322,-85.2308,-101.853,-101.853,-116.067,-103.169,-116.067,-115.576,-125.157,-125.157,-113.13,-126.487,-126.487,-116.687,-124.194,-122.435,-123.331,-123.331,-111.073,-111.704,-110.693,-101.245,-130.342,-117.163,-130.342,-129.709,-121.236,-129.709,-124.512,-131.232,-131.901,-121.749,-133.707,-133.707,-120.726,-133.775,-133.775,-120.66,-132.047,-132.047,-126.941,-134.078,-133.306,-130.218,-130.218,-120.75,-131.347,-131.347,-118.611,-127.659,-127.659,-114.97,-129.18,-126.158,-123.305,-122.841,-122.841,-122.841,-96.156,-109.836,-109.836,-119.432,-105.64,-119.432,-111.52,-121.952,-121.952,-111.249,-124.864,-124.864,-117.839,-124.35,-121.325,-121.955,-121.955,-110.375,-111.107,-105.509,-103.815,-129.355,-116.082,-129.355,-130.373,-121.245,-130.373,-124.512,-131.547,-132.022,-121.666,-133.342,-133.342,-120.994,-134.038,-134.038,-122.833,-134.038,-134.038,-128.781,-135.336,-133.891,-129.899,-130.503,-122.94,-131.723,-131.723,-119.024,-128.481,-128.481,-115.74,-129.786,-125.054,-125.584,-122.987,-122.987,-122.987,-88.6155,-103.349,-103.349,-119.839,-106.21,-119.839,-116.311,-122.263,-123.926,-111.943,-125.52,-125.52,-116.719,-125.403,-125.403,-119.878,-119.878,-107.748,-111.161,-103.426,-106.082,-129.881,-116.877,-129.881,-130.096,-121.18,-130.096,-125.721,-133.611,-133.611,-120.815,-132.342,-132.342,-122.115,-135.057,-135.057,-123.041,-134.206,-134.206,-128.178,-133.637,-130.658,-131.948,-131.948,-123.58,-130.047,-130.047,-117.282,-127.036,-127.036,-115.301,-128.202,-124.872,-122.475,-121.893,-121.893,-121.893
-104.211,-87.0986,-104.211,-125.435,-111.832,-125.435,-126.379,-119.854,-127.701,-110.107,-123.535,-123.535,-113.857,-120.246,-115.235,-133.144,-133.144,-119.537,-125.413,-117.061,-124.725,-137.392,-124.336,-137.392,-130.439,-119.023,-130.439,-135.189,-131.645,-137.603,-119.035,-128.552,-128.552,-120.109,-133.159,-133.159,-112.772,-124.815,-124.815,-122.456,-127.216,-123.033,-134.06,-134.06,-122.214,-130.783,-130.783,-117.682,-129.938,-129.938,-120.449,-134.731,-128.512,-132.603,-131.522,-131.522,-131.522,-109.853,-94.355,-109.853,-124.075,-110.389,-124.075,-122.819,-117.734,-124.903,-105.449,-119.355,-119.355,-110.332,-114.329,-106.592,-121.406,-121.406,-107.626,-122.067,-114.186,-120.379,-134.482,-121.459,-134.482,-132.127,-120.819,-132.127,-129.65,-125.848,-131.991,-121.632,-131.553,-131.553,-116.654,-129.805,-129.805,-114.263,-126.372,-126.372,-123.509,-129.454,-126.551,-126.846,-126.846,-114.435,-130.64,-130.64,-117.47,-130.066,-130.066,-120.196,-133.396,-127.637,-130.743,-128.715,-128.715,-128.715,-92.0722,-72.7271,-92.0722,-126.782,-113.332,-126.782,-120.581,-113.353,-121.689,-104.535,-117.76,-117.76,-113.507,-115.182,-105.969,-119.018,-119.018,-104.909,-122.496,-113.197,-122.496,-133.786,-120.756,-133.786,-132.885,-121.341,-132.885,-129.514,-126.091,-132.061,-122.072,-131.373,-131.373,-117.056,-130.17,-130.17,-117.396,-129.154,-129.154,-125.951,-131.19,-127.696,-126.283,-126.283,-115.276,-130.99,-130.99,-117.823,-130.631,-130.631,-120.447,-134.043,-127.27,-132.755,-128.827,-128.827,-128.827,-102.876,-87.1344,-102.876,-126.941,-113.482,-126.941,-125.027,-115.58,-125.027,-106.148,-119.052,-119.052,-108.628,-115.91,-111.842,-117.583,-117.583,-103.678,-122.812,-112.869,-122.812,-133.971,-120.911,-133.971,-132.588,-121.113,-132.588,-129.811,-128.527,-133.43,-121.674,-130.429,-130.429,-118.12,-131.291,-131.291,-117.681,-129.38,-129.38,-125.825,-129.153,-123.54,-128.433,-128.433,-117.13,-129.294,-129.294,-116.073,-130.269,-130.269,-122.013,-132.697,-126.622,-130.353,-128.055,-128.055,-128.055
-93.9422,-96.9529,-83.6261,-116.125,-101.803,-116.125,-109.779,-116.476,-118.238,-111.148,-124.582,-124.582,-116.556,-120.357,-114.544,-125.489,-125.489,-111.946,-121.772,-121.256,-112.936,-123.355,-110.105,-123.355,-128.339,-117.42,-128.339,-123.728,-126.776,-129.605,-118.079,-130.21,-130.21,-121.648,-134.671,-134.671,-125.3,-135.424,-135.424,-124.744,-128.435,-123.632,-131.787,-131.787,-121.052,-133.639,-133.639,-120.596,-137.195,-137.195,-125.213,-132.982,-130.8,-126.688,-126.589,-126.589,-126.589,-86.8821,-86.8821,-67.1677,-115.409,-100.854,-115.409,-111.45,-118.955,-120.06,-109.679,-122.67,-122.67,-121.422,-123.626,-116.361,-126.157,-126.157,-112.909,-119.96,-119.96,-109.911,-130.707,-117.579,-130.707,-127.716,-116.962,-127.716,-122.813,-126.296,-128.987,-118.631,-130.798,-130.798,-118.259,-131.289,-131.289,-120.279,-130.283,-130.283,-128.889,-133.531,-129.645,-131.338,-131.338,-120.095,-133.372,-133.372,-120.37,-131.024,-131.024,-118.892,-132.249,-130.562,-125.619,-125.597,-125.597,-125.597,-105.244,-106.38,-94.4706,-120.124,-106.419,-120.124,-105.592,-114.397,-115.278,-106.579,-120.227,-120.227,-123.18,-124.113,-116.023,-124.696,-124.696,-111.56,-119.388,-117.888,-110.919,-129.856,-116.762,-129.856,-128.647,-117.474,-128.647,-122.766,-126.658,-129.115,-118.515,-130.352,-130.352,-118.541,-131.582,-131.582,-122.514,-132.5,-132.5,-130.74,-134.908,-130.667,-131.158,-131.158,-121.23,-133.692,-133.692,-120.717,-131.67,-131.67,-119.451,-132.658,-129.419,-127.338,-125.569,-125.569,-125.569,-103.478,-103.478,-87.3822,-120.286,-106.476,-120.286,-113.826,-113.246,-118.915,-107.2,-120.96,-120.96,-120.013,-124.364,-119.023,-123.215,-123.215,-109.727,-119.203,-116.207,-111.778,-129.972,-116.707,-129.972,-128.276,-117.229,-128.276,-123.959,-129.598,-130.954,-117.468,-129.133,-129.133,-119.995,-132.841,-132.841,-122.747,-132.693,-132.693,-130.868,-133.395,-127.531,-132.705,-132.705,-122.394,-132.225,-132.225,-119.166,-130.627,-130.627,-119.381,-131.441,-129.565,-124.88,-124.183,-124.183,-124.183
-79.9812,-62.2183,-79.9812,-115.01,-101.164,-115.01,-115.694,-113.738,-119.763,-110.149,-124.114,-124.114,-104.945,-110.216,-104.994,-116.737,-116.737,-102.766,-120.305,-114.253,-116.257,-138.113,-124.983,-138.113,-129.629,-118.425,-129.629,-130.679,-129.683,-134.5,-117,-127.723,-127.723,-116.51,-129.674,-129.674,-124.051,-135.343,-135.343,-128.746,-133.13,-128.77,-136.249,-136.249,-124.967,-133.443,-133.443,-120.278,-136.746,-136.746,-126.023,-132.902,-128.072,-129.092,-132.729,-132.729,-132.729,-100.92,-83.6249,-100.92,-121.058,-107.088,-121.058,-118.378,-117.738,-123.023,-106.511,-120.519,-120.519,-115.465,-118.792,-111.545,-123.158,-123.158,-109.39,-120.535,-115.405,-115.249,-133.029,-119.952,-133.029,-130.512,-119.436,-130.512,-126.955,-125.938,-130.847,-120.265,-131.224,-131.224,-117.147,-130.395,-130.395,-116.796,-128.076,-128.076,-125.799,-131.254,-128.009,-128.736,-128.736,-116.895,-131.647,-131.647,-118.467,-130.189,-130.189,-119.186,-132.739,-128.398,-128.467,-127.357,-127.357,-127.357,-81.0375,-81.0375,-63.9002,-124.333,-110.739,-124.333,-114.841,-112.917,-119.202,-104.212,-118.372,-118.372,-117.827,-119.424,-111.027,-121.181,-121.181,-107.28,-120.656,-113.495,-117.674,-132.272,-119.195,-132.272,-131.328,-119.952,-131.328,-126.85,-126.225,-130.937,-120.488,-130.94,-130.94,-117.506,-130.732,-130.732,-119.544,-130.608,-130.608,-127.966,-132.82,-129.087,-128.396,-128.396,-117.975,-131.99,-131.99,-118.83,-130.807,-130.807,-119.596,-133.313,-127.749,-130.423,-127.431,-127.431,-127.431,-92.803,-83.2334,-81.4465,-124.504,-110.886,-124.504,-121.891,-114.488,-122.79,-105.543,-119.479,-119.479,-113.942,-119.922,-115.388,-119.579,-119.579,-105.457,-120.839,-112.718,-119.204,-132.45,-119.313,-132.45,-131.006,-119.72,-131.006,-127.477,-128.874,-132.481,-119.816,-129.878,-129.878,-118.776,-131.926,-131.926,-119.808,-130.82,-130.82,-127.937,-131.023,-125.405,-130.255,-130.255,-119.469,-130.368,-130.368,-117.117,-130.133,-130.133,-120.468,-131.984,-127.354,-127.928,-126.461,-126.461,-126.461
